location_id,stop_name,stop_lon,stop_lat,total,greater_98,average_distance,pct_error
598,"NE 18th St & Todd [wb]",-122.632904,45.634838,672,7,22.95131749553574,0.0104
3114,"Bernie Dr & Lupin St [wb]",-122.68618,45.670422,193,2,26.310841424870464,0.0104
6113,"Ward Rd & 152nd Ave",-122.51664,45.679249,481,5,18.11466321621621,0.0104
3090,"NE 39th St & 152nd Ave",-122.515923,45.650269,767,8,18.730877023468025,0.0104
549,"Lincoln & 49th St [nb]",-122.682419,45.65789,193,2,18.259549098445596,0.0104
3492,"Mill Plain & Franklin [eb]",-122.678131,45.632591,2878,30,21.38257180750524,0.0104
504,"Kauffman & 19th St [nb]",-122.681046,45.635246,97,1,28.71123724742269,0.0103
733,"Main & 40th St [nb]",-122.66729,45.65097,1353,14,17.135671763488535,0.0103
1323,"SE 164th Ave & 1st St [sb]",-122.504433,45.620289,1161,12,18.670489950904397,0.0103
793,"Hazel Dell Ave 7400 Block",-122.668747,45.676552,677,7,41.11931020974888,0.0103
2148,"Mill Plain 14900 Block",-122.518059,45.61694,589,6,25.323103631578967,0.0102
3194,"SW Sam Jackson Pk & Campus Dr",-122.684349,45.50034,196,2,27.9649638265306,0.0102
